3.062856701578295371e-01,-3.005501738137427159e-01,5.867253965034749386e-02,-9.296122954312843190e-01
-1.578849605961330296e-02,-2.826261432346132696e-01,5.930281342008896818e-03,5.046424805492363136e-02
1.891325601352354321e-02,-1.950919378269872495e-01,1.357342124599158779e-03,-2.385847985227435714e-02
-8.675177506360159940e-01,-2.951142211039666230e-01,-2.270292986387886514e-01,-2.526904024763923853e-02
1.081248491867093792e-01,-1.482140856202985579e-01,-2.584677061264465392e-01,1.379734836217197114e-01
2.175953564907853743e-01,-1.830504512186275357e-01,-2.833413313351396123e-01,1.012866415387254637e-01
1.055813000596527440e-01,-1.506556510589149578e-01,-2.641468381132940357e-01,1.435955888690189086e-01
-7.475812385205367339e-02,2.315281445091993684e-01,7.296041189574465902e-01,1.126217169801293876e-02
-1.215441469949431752e-01,4.753417849426215813e-01,4.137552802398643537e-01,6.907918465983389766e-02
1.129929198641086048e-02,4.169665278137695830e-01,3.837177572920566493e-02,2.027617049026772256e-01
2.386906486360656499e-01,4.156944210163703857e-01,-1.136554190180796287e-01,1.606126007562191094e-01
7.311814501164967672e-02,1.577178559518872467e-02,-1.010507448117232560e-01,1.017041914300675504e-01
